Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,Wine Type
12.08,3.15,2.47,10.8,96.7,1.48,0.58,0.54,1.14,6.7,0.68,1.66,158.32,Three
12.23,3.51,2.34,9.41,97.79,1.49,0.66,0.36,1.32,6.91,0.82,1.65,256.98,Three
12.0,2.82,2.32,13.25,93.47,1.75,1.07,0.43,0.91,8.14,0.66,1.62,321.76,Three
12.41,3.6,2.37,11.88,93.16,1.77,0.73,0.36,1.2,6.07,0.64,1.69,228.51,Three
12.41,2.07,2.41,11.74,101.99,1.7,0.73,0.3,1.09,8.3,0.79,1.83,84.09,Three
11.9,3.19,2.49,12.07,93.59,1.46,0.66,0.39,1.18,8.19,0.69,1.63,341.18,Three
12.31,2.69,2.19,10.56,94.64,1.46,1.12,0.54,1.15,8.45,0.69,1.62,352.39,Three
12.15,3.26,2.71,12.4,103.91,1.55,0.77,0.43,1.15,9.36,0.72,1.72,374.68,Three
12.12,2.93,2.42,12.21,94.02,1.95,0.77,0.46,1.26,5.9,0.79,1.63,299.23,Three
12.06,3.52,2.54,10.5,90.04,1.58,0.4,0.33,1.69,5.95,0.64,1.68,309.47,Three
12.38,2.59,2.42,12.76,97.79,1.35,0.89,0.47,0.86,9.04,0.64,1.73,269.7,Three
11.98,3.5,2.42,11.95,90.09,1.59,0.77,0.44,1.43,7.95,0.64,1.72,210.63,Three
12.19,3.5,2.32,11.22,89.96,1.95,0.65,0.46,1.0,8.66,0.62,1.72,287.97,Three
12.05,4.37,2.4,10.59,88.14,1.67,0.89,0.47,1.46,6.3,0.68,1.82,309.35,Three
11.99,3.68,2.46,11.04,89.63,1.86,0.61,0.57,1.02,8.66,0.75,1.53,160.96,Three
12.07,3.63,2.54,11.79,94.09,1.78,0.87,0.41,0.9,8.5,0.75,1.66,300.32,Three
11.99,2.91,2.46,11.74,91.56,1.85,0.63,0.33,1.05,6.32,0.64,1.77,102.56,Three
12.16,4.65,2.5,11.8,94.04,1.96,0.82,0.56,1.05,6.89,0.78,1.9,201.35,Three
12.31,3.78,2.63,8.69,89.38,1.54,0.94,0.5,1.18,6.46,0.68,1.75,263.15,Three
12.27,3.18,2.45,11.38,92.4,1.75,0.78,0.48,1.0,8.65,0.71,1.74,212.97,Three
12.09,3.81,2.54,11.11,91.33,1.5,0.8,0.48,1.15,6.77,0.65,1.84,397.23,Three
12.47,3.67,2.44,11.69,95.6,1.94,0.64,0.44,0.94,4.0,0.67,1.62,178.98,Three
12.16,3.34,2.42,9.72,85.89,1.62,1.04,0.49,0.98,8.18,0.74,1.74,249.06,Three
12.34,3.91,2.49,9.72,95.47,1.64,0.94,0.42,0.83,7.73,0.72,1.92,206.76,Three
11.95,3.89,2.48,12.21,88.56,2.2,0.93,0.48,1.24,7.57,0.73,2.01,130.93,Three
12.4,3.31,2.44,11.01,96.56,1.52,0.82,0.44,1.09,6.52,0.77,1.63,334.46,Three
12.58,3.04,2.52,10.91,94.43,1.73,0.69,0.44,1.37,6.41,0.6,1.84,312.88,Three
12.29,4.4,2.34,11.9,97.86,1.6,0.79,0.5,1.43,6.51,0.62,1.46,281.27,Three
12.21,2.58,2.49,12.1,93.95,1.77,0.68,0.48,1.22,8.56,0.68,1.74,265.9,Three
12.11,3.02,2.43,11.55,79.62,1.66,0.76,0.36,0.88,7.82,0.7,1.65,206.05,Three
12.29,3.69,2.46,9.96,99.92,1.52,0.83,0.44,0.96,6.24,0.58,1.57,334.65,Three
12.19,2.91,2.54,11.52,88.06,1.35,0.76,0.4,1.4,8.42,0.73,1.71,236.0,Three
12.06,3.36,2.41,12.39,92.85,1.65,0.65,0.46,1.26,8.93,0.75,1.64,218.13,Three
12.7,3.01,2.32,11.64,94.36,1.52,0.56,0.39,1.24,7.65,0.74,1.52,310.46,Three
12.37,2.9,2.33,12.1,89.21,1.43,0.68,0.41,1.13,8.14,0.77,1.75,279.5,Three
12.03,3.56,2.48,12.51,91.69,1.67,0.77,0.52,0.98,8.59,0.62,1.52,349.27,Three
11.57,3.55,2.3,10.69,86.53,1.5,0.73,0.4,1.15,7.73,0.73,1.63,314.85,Three
12.61,3.8,2.38,9.73,97.24,1.73,0.75,0.47,1.13,7.1,0.88,1.4,379.6,Three
12.58,2.68,2.55,10.53,97.83,2.01,0.75,0.33,1.24,7.86,0.65,1.52,259.7,Three
11.91,4.8,2.45,12.39,89.81,1.83,0.83,0.38,1.0,6.7,0.75,1.81,313.94,Three
12.34,3.76,2.41,12.18,96.06,1.49,0.78,0.49,0.97,7.94,0.63,1.68,396.58,Three
12.05,2.72,2.51,11.42,91.72,1.78,0.65,0.39,0.95,7.37,0.72,1.81,276.12,Three
12.08,2.96,2.34,11.29,100.7,1.62,0.92,0.43,1.28,6.55,0.7,1.5,159.89,Three
12.41,3.44,2.44,11.54,92.33,1.82,0.76,0.45,1.59,7.08,0.58,1.73,271.94,Three
12.38,3.84,2.5,11.16,88.72,1.74,0.75,0.46,1.15,7.68,0.64,1.49,248.7,Three
12.24,3.8,2.52,11.02,83.74,1.73,0.89,0.39,1.02,7.2,0.7,1.87,253.57,Three
12.04,4.51,2.36,13.02,91.18,1.47,0.93,0.44,0.77,6.46,0.64,1.59,355.56,Three
12.38,4.23,2.49,9.79,86.68,1.4,0.89,0.49,1.31,4.98,0.65,1.6,279.5,Three
12.33,2.69,2.52,9.26,87.75,1.39,0.71,0.39,0.86,7.12,0.72,1.59,208.32,Three
11.58,3.29,2.37,11.99,103.67,1.96,0.64,0.4,1.11,5.52,0.68,1.78,164.47,Three
12.06,2.92,2.44,10.88,91.34,1.38,0.9,0.42,0.99,7.1,0.65,1.52,340.57,Three
12.08,4.01,2.35,12.46,96.81,1.56,0.93,0.36,0.9,6.28,0.64,1.77,181.06,Three
12.8,2.58,2.43,12.82,92.0,1.85,0.85,0.3,1.22,5.44,0.7,1.7,279.86,Three
11.92,2.7,2.4,11.5,93.88,1.62,0.88,0.47,1.43,8.11,0.69,1.76,247.05,Three
12.07,2.99,2.44,10.9,90.43,1.31,0.55,0.37,0.86,7.78,0.6,1.54,223.09,Three
12.48,3.7,2.44,11.74,100.58,1.69,0.76,0.43,1.41,8.96,0.68,1.71,342.24,Three
11.7,4.05,2.46,11.44,99.43,1.75,0.82,0.49,1.07,5.66,0.75,1.77,380.3,Three
12.05,2.8,2.29,10.71,95.23,1.83,0.93,0.42,0.9,7.63,0.62,1.55,307.07,Three
11.93,2.72,2.36,11.45,98.47,1.44,0.76,0.45,1.22,6.28,0.61,1.8,228.94,Three
11.61,3.48,2.65,12.75,95.84,1.31,0.73,0.4,0.89,6.94,0.66,1.7,163.84,Three
12.08,3.23,2.56,11.08,92.61,1.73,0.84,0.5,1.11,8.45,0.66,1.71,292.85,Three
12.55,3.7,2.69,10.16,91.27,1.58,0.68,0.42,1.49,6.57,0.71,1.89,356.8,Three
12.02,2.75,2.27,11.35,95.99,1.79,0.92,0.42,1.4,8.37,0.75,1.88,237.19,Three
12.25,4.34,2.39,11.38,100.9,1.86,0.87,0.39,1.42,7.13,0.67,1.4,377.43,Three
12.82,3.6,2.36,12.76,93.5,1.49,1.11,0.36,1.27,9.41,0.77,1.38,308.39,Three
11.59,3.71,2.33,12.06,93.19,1.8,0.48,0.43,1.05,7.94,0.72,1.48,276.39,Three
12.77,2.7,2.56,12.35,94.78,1.46,0.47,0.63,0.98,8.41,0.74,1.78,327.38,Three
11.96,3.41,2.38,9.13,97.57,1.7,0.77,0.44,1.18,8.67,0.72,1.49,315.04,Three
11.75,3.06,2.58,11.14,93.24,1.48,0.7,0.46,0.85,5.4,0.64,1.74,266.49,Three
11.92,2.87,2.4,11.99,89.97,1.81,0.59,0.31,1.47,6.15,0.66,1.55,269.52,Three
12.41,2.73,2.58,11.57,92.81,1.82,0.69,0.53,1.19,7.76,0.74,1.89,240.02,Three
12.06,3.04,2.38,9.26,93.78,1.59,0.92,0.48,1.08,5.53,0.58,1.65,283.88,Three
11.88,3.47,2.38,10.04,106.27,1.49,0.88,0.29,0.93,5.8,0.72,1.72,250.28,Three
12.38,3.21,2.47,12.45,91.37,1.62,0.96,0.48,1.41,6.15,0.66,1.73,349.03,Three
11.99,4.3,2.45,11.88,102.82,1.58,0.76,0.45,0.92,5.09,0.71,1.91,301.66,Three
11.94,2.85,2.53,9.64,94.3,1.77,1.01,0.55,1.49,7.62,0.65,1.5,264.24,Three
11.92,3.74,2.53,9.37,101.48,1.72,0.65,0.55,0.69,8.07,0.62,1.64,369.74,Three
12.17,2.33,2.4,11.73,95.65,1.56,0.9,0.5,0.98,8.03,0.57,1.71,301.77,Three
12.27,4.05,2.54,10.83,89.35,1.65,0.92,0.49,1.47,8.86,0.65,1.64,270.36,Three
12.45,3.46,2.48,11.91,93.69,1.77,0.69,0.39,1.16,9.67,0.72,1.67,324.52,Three
12.27,3.1,2.53,11.0,102.5,1.9,1.16,0.44,0.75,5.67,0.7,1.8,234.16,Three
11.77,3.44,2.5,12.79,89.46,1.58,0.84,0.55,1.4,7.23,0.66,1.58,255.57,Three
11.92,2.79,2.4,11.08,85.0,1.62,0.82,0.48,1.2,7.43,0.7,1.91,290.26,Three
12.03,3.46,2.43,11.81,110.51,1.44,0.84,0.37,1.11,8.36,0.65,1.65,265.34,Three
12.11,4.04,2.47,11.89,91.72,1.71,0.8,0.55,1.28,8.51,0.67,1.83,377.68,Three
12.15,4.52,2.46,11.44,89.78,1.69,0.64,0.34,0.91,8.45,0.66,1.79,311.95,Three
12.54,4.01,2.38,13.01,87.89,2.04,0.62,0.5,1.2,6.9,0.71,1.62,222.32,Three
12.41,3.61,2.28,12.77,93.11,1.77,1.09,0.42,1.19,7.27,0.66,1.7,237.03,Three
12.08,2.52,2.49,11.16,96.72,1.66,0.96,0.46,1.2,6.83,0.63,1.59,292.12,Three
12.3,3.56,2.4,12.9,81.56,1.77,0.69,0.45,1.56,8.36,0.77,1.82,337.46,Three
12.12,3.17,2.31,10.93,96.06,1.56,0.73,0.45,0.72,7.72,0.68,1.62,232.7,Three
12.23,3.39,2.45,12.48,88.61,1.8,0.77,0.49,0.98,7.71,0.63,1.62,316.06,Three
12.5,3.62,2.33,11.73,86.89,1.57,0.98,0.35,1.12,7.59,0.71,1.64,242.33,Three
12.23,3.89,2.6,12.11,96.51,1.59,0.41,0.64,0.91,6.78,0.65,1.66,293.25,Three
11.97,2.61,2.3,11.76,90.73,1.64,0.92,0.27,0.94,6.3,0.63,1.59,355.97,Three
12.09,3.08,2.55,12.63,92.75,1.67,0.79,0.37,1.01,7.61,0.67,1.63,251.7,Three
12.41,4.02,2.47,10.97,98.43,1.45,0.95,0.4,0.79,6.83,0.55,1.54,267.41,Three
12.4,2.87,2.42,11.67,95.25,1.73,0.58,0.43,1.04,8.18,0.66,1.53,271.74,Three
11.82,3.11,2.56,12.22,100.65,1.84,1.04,0.55,1.05,6.51,0.71,1.57,112.08,Three
12.01,3.45,2.32,11.13,100.11,2.0,0.67,0.48,1.16,8.64,0.75,1.66,418.26,Three
12.19,2.93,2.49,12.46,97.07,1.97,0.62,0.39,1.29,8.37,0.62,1.75,325.89,Three
11.92,2.65,2.33,11.12,95.74,1.54,0.91,0.44,1.08,8.6,0.74,1.53,209.33,Three
12.17,3.51,2.54,11.47,94.88,1.56,0.55,0.42,1.15,4.72,0.69,1.74,268.61,Three
12.57,3.01,2.33,10.68,88.68,1.56,1.16,0.46,1.32,5.63,0.78,1.69,240.44,Three
12.1,4.01,2.54,11.36,90.98,1.51,0.79,0.41,0.98,6.92,0.67,1.85,321.99,Three
12.2,3.44,2.46,11.6,78.88,1.81,0.74,0.46,1.25,7.32,0.66,1.81,360.33,Three
12.02,3.06,2.57,10.06,93.62,1.52,0.94,0.38,1.09,4.93,0.71,1.61,391.75,Three
12.19,3.48,2.49,11.27,95.0,1.69,1.04,0.55,1.13,8.89,0.74,1.72,282.64,Three
12.34,2.67,2.4,9.92,90.04,1.64,1.03,0.5,0.99,6.08,0.7,1.54,382.06,Three
12.08,4.02,2.65,11.96,97.73,1.58,1.18,0.45,1.49,8.43,0.68,1.43,201.33,Three
12.29,3.43,2.4,11.89,95.39,1.45,0.52,0.58,1.08,6.96,0.68,1.59,305.45,Three
12.0,3.29,2.61,10.97,99.5,1.89,0.71,0.49,1.19,8.2,0.74,1.88,319.49,Three
11.99,2.17,2.54,11.54,86.04,1.79,0.86,0.52,1.55,8.36,0.63,1.49,272.39,Three
12.23,3.2,2.33,12.66,98.04,1.83,0.98,0.47,1.18,7.36,0.8,1.7,261.78,Three
12.06,3.47,2.47,12.4,96.39,1.83,0.86,0.45,0.8,7.13,0.75,1.62,130.96,Three
12.19,3.22,2.38,11.89,93.3,1.59,1.12,0.32,1.43,10.06,0.76,1.49,307.59,Three
12.08,3.21,2.46,12.55,102.56,1.68,0.72,0.44,1.21,7.28,0.58,1.87,263.57,Three
12.3,3.44,2.43,11.45,98.2,1.71,0.91,0.33,1.32,9.04,0.75,1.67,283.74,Three
12.38,3.64,2.61,11.05,103.32,1.73,0.96,0.54,0.99,7.59,0.62,1.75,165.48,Three
12.51,3.6,2.48,11.9,99.43,1.6,0.84,0.44,1.05,7.26,0.74,1.53,258.74,Three
12.3,3.63,2.46,11.86,102.94,1.44,0.88,0.56,1.36,6.11,0.85,1.86,268.89,Three
11.82,3.66,2.59,11.86,92.35,1.72,0.71,0.5,1.0,6.48,0.66,1.57,355.59,Three
12.03,3.4,2.31,11.15,84.71,1.66,0.68,0.47,0.77,6.94,0.69,1.81,288.11,Three
12.01,4.09,2.41,10.82,91.01,1.66,0.74,0.49,1.5,7.18,0.69,1.5,130.63,Three
12.1,3.01,2.43,11.9,97.91,1.68,1.08,0.38,1.21,7.02,0.6,1.84,227.95,Three
12.27,2.43,2.45,12.72,92.07,2.38,0.88,0.53,1.54,7.85,0.74,1.56,338.65,Three
12.31,2.87,2.64,11.39,104.48,1.86,0.89,0.48,1.31,5.92,0.77,1.83,257.8,Three
11.97,3.36,2.53,10.48,96.78,1.57,0.7,0.42,1.25,7.49,0.58,1.71,372.27,Three
11.69,2.37,2.23,12.27,90.49,1.66,0.97,0.5,1.26,7.1,0.57,1.67,227.94,Three
11.93,2.9,2.39,10.51,96.44,1.58,1.03,0.45,1.28,7.51,0.73,1.73,157.69,Three
12.92,2.76,2.47,10.13,94.58,1.93,0.75,0.54,1.51,7.86,0.54,1.85,205.06,Three
12.29,2.65,2.49,10.1,95.43,1.9,0.67,0.48,1.05,8.63,0.62,1.63,361.49,Three
12.42,3.75,2.3,11.9,94.27,1.74,0.51,0.39,1.13,7.54,0.62,1.57,295.88,Three
12.13,4.31,2.53,11.33,92.08,1.89,0.69,0.47,1.31,7.63,0.6,1.7,352.25,Three
12.36,3.14,2.4,11.93,100.12,1.66,0.89,0.48,1.09,8.47,0.74,1.73,268.02,Three
11.99,3.57,2.41,12.77,98.71,1.88,0.83,0.52,1.29,6.12,0.65,1.71,336.65,Three
11.95,3.52,2.4,11.54,89.57,1.63,0.83,0.48,1.2,6.68,0.74,1.86,293.82,Three
12.06,2.46,2.29,10.45,89.38,1.45,0.79,0.4,1.12,9.94,0.7,1.7,253.31,Three
12.57,2.84,2.44,10.09,81.48,1.84,0.26,0.48,1.0,7.23,0.68,1.66,207.41,Three
11.41,3.47,2.64,10.89,83.49,1.54,0.7,0.44,1.09,4.33,0.7,1.88,288.18,Three
12.03,3.61,2.46,12.5,105.65,1.55,0.83,0.37,1.19,7.76,0.64,1.61,252.76,Three
12.41,2.86,2.4,10.32,98.9,1.37,0.51,0.46,0.93,9.91,0.61,1.81,254.66,Three
11.93,3.57,2.35,11.91,91.14,1.58,0.57,0.38,0.86,6.92,0.6,1.86,155.28,Three
12.08,2.76,2.58,13.05,91.56,1.69,0.76,0.47,1.0,7.69,0.63,1.56,332.41,Three
12.46,4.11,2.27,11.62,91.57,1.74,0.71,0.41,1.17,6.48,0.66,1.68,270.58,Three
12.06,4.53,2.47,11.5,96.62,1.53,0.7,0.47,1.0,6.75,0.67,1.54,299.11,Three
11.87,3.79,2.55,11.87,96.79,1.78,0.91,0.42,1.63,8.02,0.74,1.39,244.09,Three
12.15,1.79,2.48,11.49,101.06,1.75,0.66,0.43,1.26,6.68,0.58,1.71,247.0,Three
11.85,4.03,2.51,10.72,92.48,1.92,0.85,0.48,1.49,6.2,0.61,1.7,222.19,Three
11.96,3.07,2.53,11.95,86.4,1.54,0.76,0.38,1.44,8.06,0.72,1.59,180.95,Three
12.29,3.34,2.46,10.66,95.96,1.61,0.68,0.5,1.07,9.24,0.8,1.69,259.92,Three
12.67,3.78,2.45,10.85,81.2,1.71,0.51,0.46,1.16,4.85,0.69,1.66,272.54,Three
12.38,3.96,2.54,11.42,80.75,1.42,0.6,0.39,1.12,6.13,0.67,1.74,237.48,Three
12.14,3.02,2.29,11.32,100.51,1.51,0.78,0.41,1.13,6.56,0.68,1.65,300.43,Three
12.41,2.98,2.42,10.86,96.78,1.64,0.88,0.52,1.02,6.99,0.65,1.62,245.61,Three
12.32,3.55,2.34,12.14,94.5,1.73,1.0,0.4,1.17,4.88,0.68,1.88,259.29,Three
12.53,2.88,2.5,11.89,97.05,1.42,1.1,0.45,0.82,9.76,0.71,1.84,299.27,Three
12.44,2.94,2.5,10.72,100.71,1.43,0.66,0.45,1.13,9.54,0.71,1.66,244.57,Three
12.19,3.98,2.59,10.07,97.52,1.37,0.76,0.41,1.35,5.72,0.6,2.06,252.69,Three
12.16,3.33,2.58,11.33,108.85,1.42,0.66,0.38,1.11,6.96,0.7,1.57,232.22,Three
12.31,3.98,2.52,11.21,94.48,1.82,0.71,0.5,0.68,6.83,0.71,1.68,309.48,Three
12.51,3.25,2.35,12.22,99.02,1.67,0.61,0.45,1.25,7.43,0.65,1.83,223.66,Three
12.35,2.88,2.37,9.44,86.69,1.54,0.78,0.51,1.25,6.65,0.68,1.6,184.15,Three
12.2,4.29,2.28,10.07,95.73,1.62,0.62,0.51,1.08,7.3,0.71,1.69,281.15,Three
11.37,3.26,2.32,10.21,94.56,1.65,0.62,0.45,1.12,8.69,0.59,1.74,314.79,Three
11.67,2.29,2.54,10.0,106.3,1.55,0.77,0.37,1.3,7.1,0.68,1.66,234.28,Three
12.09,3.19,2.36,11.48,93.49,1.54,0.97,0.51,1.28,7.94,0.68,2.05,321.59,Three
12.03,3.0,2.56,10.21,95.29,1.55,0.96,0.39,0.81,7.5,0.68,1.64,418.37,Three
12.28,2.72,2.46,11.33,96.21,1.68,0.7,0.42,1.55,7.39,0.79,1.61,254.1,Three
12.13,3.17,2.26,9.88,101.98,1.74,0.64,0.4,1.54,6.64,0.73,1.63,284.35,Three
12.33,3.51,2.59,12.36,85.83,1.53,0.98,0.42,1.13,5.73,0.65,1.76,235.42,Three
11.94,3.05,2.4,10.85,87.93,1.79,0.72,0.46,1.27,4.91,0.6,1.65,343.54,Three
12.15,3.29,2.56,12.68,93.78,1.85,0.8,0.48,1.15,6.33,0.7,1.64,200.13,Three
11.97,2.5,2.43,12.04,86.81,1.58,0.73,0.47,1.12,7.72,0.69,1.77,232.32,Three
12.0,3.95,2.48,11.52,93.44,1.78,0.81,0.55,1.4,8.88,0.7,1.67,344.02,Three
11.63,2.5,2.41,11.3,87.95,1.74,0.66,0.38,1.12,5.95,0.55,1.6,176.92,Three
11.95,4.07,2.38,11.17,92.82,1.67,0.7,0.42,1.16,10.18,0.71,1.67,347.59,Three
11.69,3.47,2.57,10.59,89.69,1.46,0.66,0.43,1.43,7.29,0.68,2.01,303.1,Three
12.4,3.56,2.4,10.77,99.96,1.68,0.8,0.5,1.46,6.71,0.72,1.56,288.51,Three
12.45,2.65,2.41,10.96,96.41,1.95,0.66,0.44,1.37,8.33,0.75,1.55,352.82,Three
12.36,3.01,2.53,11.31,90.41,1.62,0.39,0.46,1.2,8.32,0.69,1.67,296.45,Three
12.01,2.7,2.46,10.97,98.29,1.75,0.95,0.45,1.06,8.86,0.56,1.42,291.4,Three
12.21,2.92,2.41,11.6,98.68,1.58,0.87,0.52,1.37,9.01,0.79,1.64,313.86,Three
12.21,3.33,2.3,13.06,95.87,1.67,0.7,0.57,0.88,6.75,0.66,1.54,316.76,Three
12.23,3.85,2.44,11.28,99.55,1.67,0.62,0.39,1.03,5.87,0.72,1.8,329.54,Three
11.88,2.6,2.42,13.76,91.61,1.67,0.8,0.54,1.06,10.06,0.68,1.77,327.74,Three
12.3,2.51,2.4,10.92,88.76,1.84,0.91,0.49,1.1,7.55,0.64,1.63,333.42,Three
11.5,3.98,2.32,12.45,103.94,1.53,0.97,0.4,0.89,8.2,0.75,1.67,235.01,Three
12.34,3.86,2.41,11.16,97.86,1.6,0.89,0.47,1.04,6.64,0.71,1.87,307.07,Three
12.85,3.21,2.51,9.84,97.42,1.5,0.49,0.55,1.12,8.82,0.67,1.8,269.25,Three
12.64,4.05,2.47,11.89,102.89,1.63,0.83,0.46,0.96,8.97,0.82,1.64,252.35,Three
12.07,3.37,2.4,10.97,100.57,2.26,0.79,0.4,1.26,7.07,0.8,1.95,261.53,Three
12.27,3.16,2.51,12.53,92.88,1.33,0.81,0.62,1.02,8.24,0.61,1.84,267.37,Three
11.93,3.07,2.36,11.72,89.51,1.73,0.56,0.32,1.21,6.0,0.82,1.56,304.49,Three
12.3,2.85,2.56,11.82,90.07,1.64,0.89,0.47,1.25,6.41,0.61,1.69,393.2,Three
12.18,3.14,2.5,11.24,99.08,1.78,0.77,0.5,1.41,8.63,0.66,1.88,309.05,Three
12.41,3.44,2.5,9.99,90.96,1.53,0.99,0.42,1.03,7.34,0.72,1.7,426.96,Three
12.56,3.66,2.34,11.92,89.47,1.81,0.86,0.48,1.09,8.83,0.55,1.47,263.62,Three
12.53,3.95,2.59,12.68,97.78,1.69,0.8,0.44,0.87,5.09,0.62,1.84,187.97,Three
12.09,3.23,2.67,11.6,80.53,1.87,0.59,0.5,1.01,7.44,0.64,1.87,257.4,Three
12.27,4.18,2.36,11.87,90.32,1.86,0.66,0.39,1.21,8.42,0.69,1.36,333.35,Three
12.17,3.57,2.39,12.45,95.49,1.54,0.74,0.47,1.44,7.58,0.75,1.58,300.71,Three
12.23,3.7,2.33,11.58,90.43,1.54,0.82,0.52,0.99,6.79,0.68,1.61,281.56,Three
12.09,4.22,2.23,10.38,90.52,1.58,0.71,0.39,1.11,8.2,0.63,1.54,252.95,Three
12.14,3.22,2.48,11.06,97.86,1.67,0.92,0.63,0.94,8.07,0.66,1.48,223.71,Three
12.27,3.81,2.42,10.21,91.58,1.8,0.7,0.43,0.99,6.15,0.74,1.72,283.97,Three
12.19,3.45,2.54,12.62,96.85,1.61,0.52,0.46,1.15,6.5,0.67,1.65,376.92,Three
12.51,3.3,2.41,12.55,96.67,1.5,0.69,0.39,1.04,4.71,0.71,1.57,165.48,Three
12.26,3.54,2.5,12.85,87.89,1.66,0.79,0.48,1.04,8.74,0.64,1.47,212.89,Three
12.15,2.97,2.41,11.85,93.33,1.51,0.76,0.51,1.27,6.01,0.66,1.7,256.89,Three
11.73,2.85,2.51,11.78,102.01,1.87,0.91,0.4,1.19,5.53,0.72,1.74,342.07,Three
12.07,3.25,2.44,11.58,100.06,1.54,0.9,0.44,1.16,4.64,0.78,1.59,300.81,Three
11.89,2.53,2.37,10.8,91.33,1.9,0.96,0.53,1.28,8.73,0.68,1.83,349.89,Three
12.07,3.28,2.33,11.24,105.0,1.93,0.76,0.33,1.1,7.73,0.68,1.76,420.22,Three
12.37,2.77,2.31,12.88,98.68,1.98,1.07,0.43,1.2,8.83,0.74,1.75,226.14,Three
12.34,4.18,2.36,10.44,96.15,1.49,0.83,0.44,0.49,7.89,0.67,1.58,197.8,Three
11.82,3.26,2.53,11.05,91.04,1.71,0.72,0.49,1.19,5.76,0.72,1.57,415.89,Three
12.32,2.93,2.38,10.87,85.63,1.74,0.89,0.42,1.17,6.87,0.6,2.1,204.44,Three
12.42,4.25,2.56,11.31,98.78,1.44,0.81,0.34,1.2,5.55,0.71,1.76,206.49,Three
12.54,3.56,2.58,11.37,95.94,1.55,0.53,0.41,1.37,7.07,0.64,1.67,236.2,Three
12.33,3.57,2.62,11.72,107.85,1.52,0.64,0.49,0.94,7.89,0.7,1.64,233.12,Three
12.25,3.19,2.46,11.66,103.81,1.57,0.99,0.49,1.41,6.19,0.65,1.77,177.55,Three
11.86,3.41,2.35,10.39,98.56,1.71,0.89,0.46,0.79,5.69,0.53,1.63,256.52,Three
12.27,3.06,2.45,10.21,95.71,1.91,0.72,0.42,0.97,7.21,0.58,1.74,258.73,Three
12.08,2.66,2.35,10.29,98.81,1.6,0.67,0.53,1.4,7.42,0.68,1.9,255.06,Three
12.24,4.4,2.52,12.62,95.99,1.64,0.82,0.46,1.15,7.13,0.69,1.37,402.75,Three
12.19,2.83,2.45,10.86,82.2,1.82,0.81,0.42,1.29,8.06,0.75,1.81,175.08,Three
11.54,4.22,2.32,12.53,92.57,1.21,0.52,0.35,1.54,8.55,0.71,1.74,217.21,Three
12.53,3.34,2.41,12.13,91.2,1.61,0.97,0.47,1.0,8.42,0.81,1.57,267.62,Three
12.33,3.14,2.42,12.06,95.81,1.82,0.71,0.42,1.17,6.4,0.66,1.71,399.99,Three
12.05,3.84,2.55,12.24,92.86,1.67,0.61,0.41,1.37,9.77,0.64,1.74,327.01,Three
11.66,3.39,2.44,12.92,101.07,1.27,0.54,0.38,1.17,6.43,0.67,1.68,270.76,Three
12.38,2.57,2.41,11.6,99.96,1.8,1.0,0.41,1.31,7.81,0.68,1.72,291.28,Three
12.11,3.39,2.36,11.41,96.63,1.89,0.95,0.51,1.18,10.08,0.64,1.63,260.08,Three
12.22,3.03,2.43,10.32,95.09,2.1,0.77,0.49,1.25,7.47,0.65,1.46,387.55,Three
12.23,2.67,2.64,10.9,88.89,1.76,0.67,0.55,1.14,8.93,0.71,1.86,245.99,Three
12.59,4.06,2.46,12.07,93.99,1.55,1.02,0.52,0.8,7.38,0.61,1.69,232.18,Three
11.54,2.49,2.56,9.82,90.47,1.84,0.87,0.45,1.1,8.82,0.71,1.67,278.28,Three
12.27,3.72,2.34,12.59,92.26,2.09,0.89,0.54,1.44,9.28,0.61,1.84,266.17,Three
11.97,3.86,2.3,9.62,83.95,2.03,0.74,0.43,0.97,8.15,0.7,1.81,307.23,Three
12.25,3.37,2.42,11.78,96.72,1.68,0.98,0.4,1.42,6.42,0.66,1.53,330.58,Three
12.26,3.65,2.58,9.19,101.64,1.72,0.65,0.42,1.1,7.81,0.71,1.75,325.28,Three
12.29,3.62,2.34,10.09,88.95,1.91,0.84,0.39,0.98,7.18,0.64,1.67,366.86,Three
12.24,3.76,2.47,12.66,91.82,1.61,0.98,0.45,1.12,6.07,0.73,1.71,303.84,Three
12.11,3.88,2.44,11.3,91.58,1.71,0.89,0.46,1.45,6.24,0.76,1.59,343.77,Three
11.95,3.89,2.36,11.97,96.62,1.53,0.59,0.54,0.92,7.98,0.63,1.71,208.24,Three
12.5,2.56,2.53,11.85,92.14,1.89,0.85,0.4,1.02,8.89,0.68,1.6,264.09,Three
12.07,3.25,2.38,13.21,90.92,1.82,0.75,0.46,1.17,5.35,0.64,1.33,170.11,Three
12.56,2.84,2.45,10.8,93.83,1.47,0.87,0.5,1.29,7.86,0.73,1.77,275.23,Three
12.47,2.31,2.53,12.83,94.64,1.62,0.72,0.33,1.24,5.89,0.64,1.83,366.65,Three
12.21,3.01,2.59,11.46,94.97,1.73,0.87,0.4,1.52,7.02,0.74,1.62,197.32,Three
12.43,3.37,2.37,13.03,95.05,1.64,0.69,0.33,1.02,8.6,0.68,1.69,321.14,Three
